row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
4783,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.431,0.068,0.251,0.071,0.514,0.249,0.153,0.045,0.166,0.769,0.008,0.009,0.25325325325325326,0.3223223223223224,0.29129129129129133,0.13313313313313316,13.0,11.0,0.348,0.251,0.118,0.135,,0.368,13.0,7.6,37.93,4410.0,2749.0,a
4785,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.573,0.036,0.106,0.029,0.503,0.199,0.149,0.016,0.0,0.932,0.0,0.012,0.07987866531850354,0.3185035389282103,0.2487360970677452,0.3528816986855409,8.0,9.0,0.233,0.141,0.081,0.066,0.19,0.186,11.0,,11.65,2470.0,910.0,b
4787,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.501,0.046,0.114,0.035,0.492,0.232,0.139,0.022,0.002,0.944,0.0,0.0,0.05,0.253,0.36,0.337,10.0,8.0,0.279,0.156,0.083,0.055,0.224,0.179,12.0,1.1,8.6,1660.0,2149.0,a
4788,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.497,0.064,0.152,0.103,0.488,0.201,0.147,0.056,0.01,0.891,0.016,0.012,0.06920762286860584,0.25576730190571717,0.36108324974924777,0.31394182547642935,8.0,7.0,0.185,0.222,0.065,0.154,0.113,0.196,13.0,,14.59,2350.0,1369.0,b
4789,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.638,0.048,0.212,0.166,0.448,0.187,0.088,0.097,0.003,0.877,0.015,0.004,0.055443548387096774,0.18548387096774194,0.2247983870967742,0.5342741935483871,9.0,3.0,0.175,,0.053,0.087,0.272,0.152,11.0,,20.73,1889.0,1490.0,b
4790,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.471,0.073,0.165,0.055,0.496,0.206,0.174,0.01,0.006,0.963,0.004,0.01,0.12103174603174603,0.4186507936507936,0.31646825396825395,0.14384920634920634,10.0,12.0,0.336,0.248,0.121,0.074,0.171,0.288,10.0,,16.85,5259.0,1849.0,b
4791,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.413,0.073,0.147,0.027,0.476,0.207,0.175,0.026,0.027,0.936,0.0,0.0,0.1403688524590164,0.423155737704918,0.3094262295081967,0.12704918032786883,9.0,13.0,0.273,0.192,0.112,0.075,0.169,0.232,13.0,,17.51,1559.0,1969.0,a
4793,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.444,0.069,0.29,0.101,0.524,0.226,0.177,0.028,0.379,0.562,0.015,0.014,0.183,0.377,0.298,0.142,12.0,14.0,0.378,0.243,0.162,0.112,0.101,0.319,12.0,15.5,31.85,4190.0,1809.0,a
4798,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.516,0.055,0.109,0.037,0.519,0.247,0.101,0.044,0.414,0.484,0.009,0.036,0.07142857142857141,0.32796780684104626,0.3319919517102615,0.2686116700201207,12.0,6.0,0.33,0.149,0.098,0.092,0.141,0.241,12.0,4.73,16.02,1560.0,2189.0,b
4799,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.45,0.062,0.21,0.095,0.499,0.237,0.17,0.02,0.009,0.963,0.013,0.0,0.2113821138211382,0.44715447154471544,0.2367886178861789,0.10467479674796748,10.0,11.0,0.372,0.237,0.119,0.071,,0.328,12.0,,20.84,6240.0,12379.0,a
4801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.501,0.055,0.179,0.072,0.515,0.177,0.24,0.007,0.008,0.963,0.014,0.009,0.06408952187182096,0.32146490335707023,0.30010172939979657,0.3143438453713123,8.0,12.0,0.235,0.177,0.087,0.07,0.166,0.215,10.0,,16.67,2310.0,810.0,b
4803,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.522,0.063,0.175,0.051,0.49,0.204,0.228,0.033,0.002,0.947,0.001,0.009,0.0809476801579467,0.38005923000987174,0.3030602171767029,0.2359328726554788,8.0,12.0,0.264,,0.097,0.063,0.216,0.303,12.0,,14.1,2519.0,2519.0,b
4805,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.449,0.075,0.198,0.051,0.515,0.233,0.141,0.04,0.524,0.397,0.008,0.013,0.16616616616616617,0.28428428428428426,0.3403403403403404,0.2092092092092092,15.0,11.0,0.411,0.233,0.142,0.114,0.135,0.285,12.0,13.7,8.88,989.0,2410.0,a
4810,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.292,0.125,0.253,0.085,0.45,0.17,0.175,0.014,0.733,0.227,0.0,0.008,0.267,0.414,0.216,0.103,7.0,10.0,0.386,,0.157,0.147,,0.284,13.0,,20.71,10400.0,4700.0,b
4811,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.431,0.03,0.159,0.069,0.412,0.194,0.184,0.031,0.013,0.876,0.064,0.005,0.11770623742454729,0.37525150905432597,0.3199195171026157,0.18712273641851107,10.0,12.0,0.306,0.211,0.094,0.06,0.16,0.266,12.0,,21.26,2340.0,1170.0,a
4813,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.558,0.035,0.162,0.07,0.508,0.252,0.167,0.013,0.005,0.967,0.0,0.004,0.07987866531850354,0.4883720930232558,0.27401415571284127,0.1577350859453994,14.0,10.0,0.289,0.145,0.109,0.047,0.307,0.256,13.0,,17.49,4130.0,2139.0,b
4815,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.663,0.032,0.224,0.145,0.515,0.219,0.282,0.163,0.009,0.809,0.017,0.009,0.21791044776119406,0.25970149253731345,0.2676616915422886,0.254726368159204,15.0,24.0,0.289,,0.113,,,0.294,9.0,,,,,b
4817,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.512,0.039,0.162,0.069,0.495,0.218,0.198,0.024,0.0,0.875,0.085,0.014,0.09731876861966238,0.44985104270109244,0.29791459781529295,0.15491559086395235,10.0,11.0,0.358,0.211,0.106,0.069,0.273,0.247,11.0,,17.8,1889.0,1599.0,a
4818,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.527,0.169,0.304,0.116,0.489,0.298,0.119,0.569,0.004,0.387,0.025,0.01,0.3237623762376238,0.21089108910891088,0.31683168316831684,0.1485148514851485,14.0,7.0,0.226,,0.079,0.054,,0.155,8.0,,18.43,3090.0,2690.0,b
4819,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.419,0.042,0.406,0.277,0.499,0.232,0.228,0.278,0.025,0.689,0.007,0.004,0.23588709677419356,0.2600806451612903,0.2883064516129032,0.2157258064516129,7.0,16.0,0.288,,0.122,,,0.283,10.0,,,,1649.0,b
4820,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.542,0.04,0.149,0.09,0.499,0.237,0.166,0.03,0.006,0.939,0.016,0.006,0.0678824721377913,0.4184397163120568,0.32522796352583594,0.18844984802431614,9.0,9.0,0.334,0.189,0.096,0.066,0.194,0.217,8.0,,27.53,6269.0,1569.0,a
4821,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.295,0.081,0.212,0.097,0.439,0.228,0.083,0.1,0.114,0.715,0.006,0.032,0.09857723577235773,0.3099593495934959,0.3455284552845529,0.2459349593495935,15.0,6.0,0.35,0.231,0.093,0.066,0.221,0.272,10.0,2.27,20.84,1210.0,3539.0,b
4823,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.48,0.049,0.211,0.161,0.504,0.245,0.2,0.107,0.0,0.867,0.011,0.001,0.03406813627254509,0.30260521042084165,0.3507014028056112,0.312625250501002,11.0,13.0,0.291,,0.111,,,0.272,10.0,,,,,b
4825,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.625,0.042,0.159,0.082,0.488,0.167,0.251,0.014,0.0,0.977,0.0,0.0,0.10327706057596821,0.420059582919563,0.26216484607745777,0.2144985104270109,7.0,7.0,0.314,0.137,0.086,,0.213,0.357,10.0,,,,,b
4826,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.544,0.056,0.128,0.044,0.516,0.227,0.167,0.009,0.006,0.961,0.0,0.007,0.07598784194528875,0.3708206686930091,0.3232016210739615,0.22998986828774065,10.0,11.0,0.288,,0.09,0.054,,0.284,12.0,,19.29,6429.0,4229.0,b
4827,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.411,0.077,0.232,0.08,0.494,0.243,0.171,0.011,0.117,0.856,0.002,0.003,0.14243027888446214,0.450199203187251,0.25796812749003983,0.14940239043824702,9.0,10.0,0.348,0.214,0.129,0.117,,0.279,12.0,,26.04,,8670.0,b
4829,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.492,0.056,0.166,0.078,0.512,0.235,0.136,0.245,0.083,0.464,0.005,0.17,0.11077844311377245,0.18263473053892215,0.31137724550898205,0.39520958083832336,11.0,7.0,0.226,0.117,0.088,0.078,0.183,0.17,8.0,7.800000000000001,6.14,1249.0,1049.0,a
4830,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.443,0.061,0.202,0.043,0.512,0.214,0.176,0.019,0.384,0.576,0.0,0.017,0.20934959349593496,0.3821138211382114,0.2855691056910569,0.12296747967479675,12.0,14.0,0.388,0.252,0.146,0.115,,0.354,13.0,8.7,27.22,4270.0,2430.0,a
4832,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.48,0.06,0.213,0.092,0.5,0.225,0.158,0.087,0.056,0.832,0.005,0.0,0.143,0.397,0.277,0.183,13.0,12.0,0.343,0.285,0.119,0.074,0.17,0.293,10.0,,19.17,3530.0,1790.0,b
4833,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.352,0.031,0.311,0.188,0.311,0.127,0.156,0.544,0.007,0.434,0.005,0.007,0.3711133400200602,0.3039117352056168,0.21464393179538616,0.11033099297893681,6.0,8.0,0.313,,0.098,,,0.271,10.0,,,5589.0,,b
4835,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.402,0.087,0.256,0.096,0.51,0.232,0.169,0.051,0.3,0.6,0.044,0.01,0.20561685055165496,0.3149448345035105,0.36409227683049145,0.11534603811434303,11.0,13.0,0.315,0.232,0.134,0.121,,0.275,12.0,13.7,41.3,4650.0,2499.0,b
4836,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.498,0.042,0.178,0.086,0.505,0.25,0.167,0.11,0.019,0.845,0.015,0.021,0.102,0.298,0.339,0.261,12.0,12.0,0.328,0.098,0.08,0.064,0.097,0.268,10.0,,18.5,2259.0,1160.0,b
4837,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.354,0.057,0.263,0.098,0.48,0.337,0.102,0.018,0.0,0.298,0.665,0.0,0.18218623481781374,0.3502024291497975,0.32186234817813764,0.145748987854251,22.0,12.0,0.41,0.326,0.161,0.06,0.25,0.326,10.0,,110.45,4069.0,,b
4839,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.438,0.071,0.214,0.066,0.51,0.206,0.19,0.034,0.026,0.918,0.0,0.005,0.17182817182817184,0.4005994005994007,0.26973026973026976,0.15784215784215785,10.0,11.0,0.273,0.267,0.102,0.075,0.038,0.328,13.0,3.8,16.94,4729.0,3259.0,a
4841,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.472,0.063,0.23,0.083,0.499,0.221,0.119,0.318,0.047,0.486,0.016,0.116,0.14558232931726905,0.1897590361445783,0.31024096385542166,0.3544176706827309,14.0,6.0,0.232,0.117,0.076,0.076,0.171,0.158,8.0,3.68,9.53,1329.0,1320.0,b
4846,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.404,0.058,0.245,0.104,0.436,0.207,0.164,0.035,0.204,0.74,0.007,0.007,0.23389494549058476,0.3746283448959366,0.28543111992071357,0.10604558969276512,11.0,11.0,0.36,0.146,0.137,0.092,0.162,0.312,12.0,,32.07,6060.0,4029.0,b
4848,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.451,0.073,0.192,0.057,0.527,0.219,0.176,0.023,0.116,0.841,0.0,0.005,0.12770137524557956,0.3153241650294695,0.32612966601178783,0.23084479371316305,12.0,12.0,0.301,0.221,0.108,0.085,0.12,0.285,14.0,4.4,16.49,1170.0,1150.0,b
4851,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.438,0.044,0.293,0.073,0.5,0.2,0.228,0.016,0.0,0.942,0.018,0.003,0.18308457711442788,0.4208955223880597,0.24975124378109456,0.14626865671641792,9.0,10.0,0.36,0.388,0.13,0.087,0.191,0.379,11.0,,17.15,,8080.0,a
4852,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.5,0.058,0.273,0.051,0.517,0.251,0.137,0.035,0.248,0.689,0.008,0.007,0.1401209677419355,0.35786290322580644,0.29637096774193544,0.20564516129032256,14.0,10.0,0.343,0.218,0.123,0.117,0.147,0.324,10.0,8.4,18.72,1889.0,1599.0,a
4853,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.534,0.058,0.151,0.03,0.507,0.208,0.198,0.008,0.008,0.965,0.006,0.004,0.11758793969849247,0.40301507537688447,0.3085427135678392,0.17085427135678394,10.0,13.0,0.326,,0.11,0.083,,0.241,14.0,,18.39,4489.0,3030.0,a
4857,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.596,0.019,0.077,0.023,0.512,0.189,0.134,0.019,0.02,0.9,0.005,0.036,0.057692307692307696,0.21153846153846154,0.24190283400809715,0.4888663967611336,10.0,7.0,0.211,0.112,0.06,0.072,0.205,0.134,11.0,0.30000000000000004,4.77,1140.0,600.0,a
4859,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.577,0.043,0.132,0.07,0.499,0.204,0.221,0.03,0.009,0.951,0.013,0.001,0.07276302851524091,0.38544739429695185,0.34906588003933137,0.19272369714847593,11.0,15.0,0.285,0.127,0.08,0.074,0.23,0.28,10.0,,,1890.0,1150.0,a
4865,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.422,0.099,0.236,0.071,0.519,0.236,0.146,0.014,0.373,0.587,0.0,0.001,0.21605550049554015,0.3666997026759168,0.2794846382556987,0.13776015857284443,11.0,13.0,0.332,0.231,0.142,0.101,0.148,0.327,13.0,10.72,37.72,6550.0,3650.0,b
4867,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.433,0.095,0.216,0.07,0.529,0.217,0.169,0.013,0.581,0.381,0.009,0.005,0.19822485207100593,0.39349112426035504,0.2603550295857988,0.14792899408284024,9.0,13.0,0.401,0.159,0.165,0.124,0.114,0.345,12.0,10.67,37.54,7919.0,2609.0,b
4870,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.455,0.06,0.167,0.042,0.484,0.224,0.148,0.031,0.071,0.851,0.01,0.012,0.10678642714570859,0.3512974051896207,0.34730538922155685,0.19461077844311378,11.0,10.0,0.345,0.206,0.095,0.079,0.224,0.26,13.0,2.71,12.09,1930.0,2150.0,b
4873,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.533,0.083,0.121,0.035,0.516,0.206,0.151,0.156,0.13,0.668,0.003,0.036,0.10606060606060606,0.30303030303030304,0.2494949494949495,0.34141414141414145,10.0,9.0,0.28,0.154,0.094,0.078,0.198,0.254,11.0,3.95,8.79,1510.0,1100.0,b
4874,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.432,0.065,0.258,0.091,0.47,0.216,0.133,0.025,0.27,0.68,0.007,0.005,0.2362362362362362,0.44144144144144143,0.22022022022022023,0.10210210210210209,10.0,10.0,0.33,,0.111,0.098,,0.3,13.0,6.5,20.12,5839.0,3360.0,a
4875,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.061,0.174,0.067,0.507,0.222,0.125,0.189,0.088,0.468,0.0,0.237,0.11394891944990178,0.2554027504911591,0.2131630648330059,0.4174852652259332,11.0,7.0,0.221,0.114,0.095,0.086,0.119,0.238,11.0,1.9,6.34,1230.0,1049.0,a
4876,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.468,0.06,0.219,0.106,0.499,0.245,0.126,0.454,0.017,0.495,0.055,0.012,0.157258064516129,0.2570564516129032,0.3326612903225806,0.25302419354838707,13.0,7.0,0.215,0.17,0.071,0.113,0.146,0.207,13.0,,23.09,850.0,759.0,a
4877,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.43,0.064,0.172,0.082,0.475,0.203,0.145,0.016,0.034,0.921,0.005,0.0,0.12040816326530614,0.4275510204081633,0.3091836734693878,0.14285714285714288,10.0,10.0,0.318,0.235,0.128,0.081,0.103,0.314,14.0,,13.55,3910.0,2519.0,b
4878,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.454,0.068,0.141,0.054,0.478,0.184,0.19,0.029,0.022,0.925,0.003,0.01,0.11534603811434303,0.34002006018054165,0.29889669007021064,0.24573721163490472,8.0,10.0,0.275,0.142,0.105,0.083,0.181,0.219,11.0,,13.42,3450.0,3009.0,b
4879,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.476,0.05,0.172,0.061,0.501,0.149,0.09,0.045,0.024,0.813,0.001,0.083,0.04373757455268391,0.17594433399602388,0.290258449304175,0.4900596421471174,10.0,5.0,0.265,0.119,0.073,0.063,0.173,0.175,11.0,,7.73,3320.0,1410.0,a
4881,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.371,0.091,0.297,0.102,0.499,0.251,0.16,0.05,0.331,0.596,0.003,0.01,0.23752495009980037,0.3982035928143713,0.2634730538922156,0.10079840319361279,14.0,12.0,0.322,,0.107,0.106,,0.285,13.0,12.4,25.73,11430.0,2079.0,a
4883,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.484,0.073,0.159,0.048,0.508,0.206,0.212,0.009,0.006,0.971,0.001,0.003,0.1342546890424482,0.4146100691016782,0.31095755182625867,0.140177690029615,8.0,13.0,0.318,0.164,0.1,0.104,,0.287,12.0,,20.26,3559.0,3580.0,a
4884,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.331,0.051,0.232,0.102,0.433,0.183,0.178,0.101,0.07,0.777,0.03,0.001,0.1586826347305389,0.3752495009980039,0.3363273453093812,0.12974051896207583,13.0,12.0,0.328,0.307,0.105,0.113,,0.376,10.0,,22.24,1439.0,3059.0,b
4889,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.254,0.15,0.232,0.053,0.522,0.255,0.172,0.008,0.712,0.273,0.011,0.001,0.23359840954274352,0.40258449304174954,0.23658051689860835,0.12723658051689862,13.0,12.0,0.432,0.18,0.194,0.127,0.064,0.312,13.0,13.8,50.58,5649.0,2849.0,a
4892,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.458,0.056,0.201,0.043,0.512,0.204,0.179,0.008,0.073,0.886,0.0,0.013,0.11391129032258066,0.37399193548387094,0.26612903225806456,0.24596774193548387,11.0,13.0,0.308,0.235,0.135,0.106,0.098,0.299,13.0,6.0,16.02,1330.0,749.0,a
4893,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.469,0.047,0.25,0.123,0.503,0.254,0.166,0.135,0.004,0.836,0.011,0.01,0.18080808080808078,0.401010101010101,0.2808080808080808,0.13737373737373737,12.0,10.0,0.342,0.225,0.103,0.081,0.144,0.268,13.0,,13.19,4399.0,2420.0,b
4894,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.547,0.051,0.129,0.06,0.491,0.219,0.18,0.025,0.005,0.955,0.009,0.003,0.10198019801980197,0.43465346534653465,0.3099009900990099,0.15346534653465346,10.0,9.0,0.299,0.194,0.089,0.064,0.278,0.258,11.0,,19.73,2660.0,3399.0,a
4897,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.498,0.049,0.167,0.093,0.505,0.226,0.186,0.014,0.0,0.98,0.003,0.007,0.11278952668680764,0.43504531722054374,0.2618328298086606,0.19033232628398788,11.0,10.0,0.296,0.19,0.119,0.059,,0.262,13.0,,20.14,8410.0,8340.0,a
4900,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.497,0.062,0.143,0.041,0.508,0.204,0.184,0.051,0.02,0.925,0.0,0.0,0.10049261083743842,0.3527093596059114,0.3556650246305419,0.1911330049261084,9.0,11.0,0.318,0.23,0.106,0.084,0.216,0.244,12.0,2.6,10.07,1519.0,1839.0,a
4901,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.477,0.051,0.133,0.041,0.506,0.171,0.18,0.03,0.009,0.918,0.0,0.006,0.10557768924302789,0.347609561752988,0.2758964143426295,0.2709163346613546,9.0,10.0,0.246,0.177,0.088,0.069,0.182,0.232,11.0,,11.22,2119.0,959.0,a
4902,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.437,0.09,0.252,0.056,0.519,0.272,0.126,0.034,0.316,0.6,0.004,0.02,0.22660098522167485,0.425615763546798,0.21773399014778322,0.13004926108374384,16.0,10.0,0.387,0.206,0.119,0.12,0.132,0.342,11.0,8.4,22.72,2050.0,1839.0,a
4904,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.515,0.023,0.159,0.064,0.506,0.243,0.248,0.026,0.012,0.948,0.012,0.0,0.11746987951807229,0.33333333333333337,0.2821285140562249,0.26706827309236947,16.0,16.0,0.303,0.102,0.09,0.054,0.188,0.284,12.0,,,2379.0,890.0,a
4908,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.451,0.068,0.231,0.045,0.529,0.213,0.171,0.036,0.388,0.585,0.005,0.009,0.20623742454728372,0.38732394366197187,0.29376257545271633,0.11267605633802819,12.0,13.0,0.357,0.243,0.155,0.114,,0.392,13.0,7.210000000000001,27.08,4309.0,2610.0,b
4914,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.327,0.062,0.215,0.063,0.479,0.277,0.108,0.074,0.217,0.675,0.015,0.016,0.15768463073852296,0.3273453093812375,0.3512974051896207,0.16367265469061876,23.0,8.0,0.333,0.246,0.109,0.084,0.122,0.316,14.0,5.8,16.96,740.0,2349.0,a
4915,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.503,0.053,0.164,0.077,0.501,0.225,0.196,0.008,0.01,0.962,0.0,0.012,0.1136590229312064,0.48654037886340984,0.22632103688933203,0.17347956131605186,11.0,10.0,0.358,0.215,0.106,0.069,0.17,0.274,12.0,2.29,15.48,2040.0,1309.0,b
4916,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.487,0.079,0.262,0.097,0.512,0.214,0.201,0.052,0.015,0.903,0.017,0.011,0.13266331658291458,0.35678391959799,0.3316582914572865,0.17889447236180905,12.0,10.0,0.3,0.308,0.121,0.083,0.11,0.311,11.0,,16.33,3340.0,1120.0,a
